country,region,income_group,currency,population,primary_language,year,genai_adoption_rate_pct,enterprise_adoption_pct,consumer_adoption_pct,sme_adoption_pct,government_adoption_pct,llm_usage_pct,image_gen_usage_pct,code_gen_usage_pct,voice_ai_usage_pct,video_gen_usage_pct,gdp_contribution_bn_usd,productivity_gain_pct,job_displacement_pct,job_creation_pct,net_job_impact_pct,genai_startups_count,vc_investment_mn_usd,has_national_ai_strategy,regulation_stringency_score,data_privacy_score,copyright_clarity_score,deepfake_law_exists,ai_liability_framework_exists,mandatory_ai_disclosure_law,govt_genai_budget_mn_usd,ai_literacy_score,university_ai_programs_count,k12_ai_curriculum_exists,genai_workforce_pct,reskilling_programs_count,internet_penetration_pct,cloud_readiness_score,gpu_compute_per_1k_usd,avg_internet_speed_mbps,mobile_ai_penetration_pct,public_trust_score,ai_anxiety_index,misinformation_risk_index,deepfake_incidents_reported,genai_used_in_elections,public_debate_maturity_score,native_lang_llm_support,low_resource_language_country,digital_divide_index,gender_ai_gap_score,rural_urban_ai_gap_score,genai_papers_published,genai_patents_filed,intl_ai_collaboration_score,healthcare_genai_adoption_pct,education_genai_adoption_pct,finance_genai_adoption_pct,media_genai_adoption_pct,legal_genai_adoption_pct,agriculture_genai_adoption_pct,global_genai_index_score
El Salvador,Latin America,Lower-middle income,USD,6500000,Spanish,2025,21.29,12.09,18.76,9.91,7.56,19.98,13.65,13.09,6.11,7.67,3.18,1.57,2.57,1.21,-1.36,2,1.5,1,41.1,33.32,23.15,0,0,1,6.4,32.37,0,1,7.59,0,25.61,26.35,2.525,20.7,12.98,36.69,62.69,72.84,6,0,39.73,0,1,73.21,4.3,70.53,4,0,26.77,9.42,13.97,13.37,15.18,10.24,7.44,8.05
Costa Rica,Latin America,Upper-middle income,CRC,5000000,Spanish,2022,46.72,33.94,39.42,31.89,12.99,34.37,32.88,29.8,15.89,16.16,1.97,8.08,3.3,2.27,-1.03,3,5.69,1,32.24,57.67,26.53,0,0,0,1.19,46.26,0,0,20.32,0,58.46,41.68,1.889,75.1,35.94,42.65,61.19,80.91,0,0,31.41,1,0,44.94,7.06,48.15,1,0,39.23,28.14,35.7,38.16,31.65,22.48,14.38,14.62
Costa Rica,Latin America,Upper-middle income,CRC,5000000,Spanish,2023,52.99,43.41,39.77,31.57,12.13,39.96,35.71,19.38,15.11,13.22,4.33,5.16,4.13,3.84,-0.29,5,13.96,1,40.49,48.3,48.18,0,0,0,3.15,43.11,0,1,10.34,0,56.32,46.31,3.197,108.7,33.15,38.96,61.61,74.15,0,0,44.74,1,1,44.34,11.41,54.91,0,2,28.26,23.29,38.26,44.41,37.12,25.26,12.25,13.24
Costa Rica,Latin America,Upper-middle income,CRC,5000000,Spanish,2024,61.98,45.16,55.76,39.58,25.96,45.96,41.01,20.68,17.09,16.52,6.83,8.48,7.76,3.33,-4.43,5,2.62,1,46.36,32.77,29.09,1,0,0,3.95,51.47,0,0,8.8,0,55.62,53.23,1.207,64.5,54.99,41.08,57.75,77.6,1,0,46.48,0,0,41.65,20.38,70.76,0,1,19.33,47.49,51.17,46.33,36.67,39.03,10.24,15.64
Costa Rica,Latin America,Upper-middle income,CRC,5000000,Spanish,2025,61.02,38.37,49.98,41.64,15.4,49.71,24.76,19.31,24.57,19.26,5.31,6.15,3.86,4.75,0.9,13,12.33,1,40.6,41.66,34.31,0,0,0,1.31,58.03,0,1,14.21,0,56.59,51.67,3.894,89.5,40.67,39.58,65.75,68.05,3,1,32.79,0,1,50.22,23.04,63.21,7,3,31.24,26.88,41.19,53.99,45.26,18.21,22.78,14.88
Panama,Latin America,High income,USD,4300000,Spanish,2022,43.96,34.87,33.81,26.04,10.62,38.89,27.28,16.28,22.11,11.6,1.76,7.02,3.7,2.56,-1.14,2,5.6,1,49.88,66.74,53.34,0,0,0,1.3,76.41,0,0,20.19,0,84.45,88.86,5.18,227.9,35.18,70.37,35.69,69.27,1,0,72.87,1,1,14.06,26.66,28.23,4,0,48.51,29.34,34.79,35.74,34.05,23.68,7.92,18.08
Panama,Latin America,High income,USD,4300000,Spanish,2023,52.81,31.6,36.69,24.66,26.15,45.61,39.46,19.9,24.02,12.22,4.73,8.95,5.05,2.05,-3.0,2,1.7,1,52.87,44.84,41.18,0,0,0,3.77,60.06,0,1,19.34,0,84.82,81.41,1.717,175.5,34.21,72.73,23.02,76.79,2,0,58.44,1,1,18.12,35.96,33.78,4,5,20.15,33.89,37.71,40.32,33.64,20.31,20.38,17.71
Panama,Latin America,High income,USD,4300000,Spanish,2024,60.69,48.02,42.0,30.6,27.72,43.13,33.99,28.74,34.9,16.98,6.24,13.49,6.76,4.55,-2.21,7,14.73,1,80.55,71.04,38.33,1,1,0,2.04,51.35,0,1,20.5,0,92.12,93.39,2.688,167.5,40.56,73.6,20.87,50.31,2,1,54.41,1,0,3.87,25.12,32.44,11,1,29.43,47.36,37.86,46.53,47.24,35.65,17.73,22.45
Panama,Latin America,High income,USD,4300000,Spanish,2025,67.9,45.62,63.35,34.92,26.94,49.86,27.35,32.97,34.16,30.67,8.21,12.65,7.92,6.47,-1.45,10,14.0,1,71.2,72.01,19.17,1,0,1,5.93,49.27,0,1,15.89,0,91.96,80.76,7.601,184.8,54.25,74.07,32.22,66.94,0,1,62.21,1,0,15.28,24.07,30.44,17,2,48.17,27.68,55.37,42.25,46.24,19.97,11.76,22.24
Jamaica,Latin America,Upper-middle income,JMD,3000000,English,2022,29.02,16.95,24.94,13.85,11.56,24.2,21.73,9.04,14.16,8.51,0.72,5.65,2.49,0.99,-1.5,2,4.99,1,35.32,27.38,37.55,0,0,0,2.99,49.11,0,0,7.94,0,47.35,44.29,3.417,108.6,22.57,61.28,40.75,79.59,0,0,52.98,1,0,46.69,9.85,49.46,3,0,25.75,22.12,16.6,22.32,25.02,17.39,8.15,11.92
Jamaica,Latin America,Upper-middle income,JMD,3000000,English,2023,35.91,22.49,33.91,24.24,9.91,27.65,17.22,22.93,21.04,9.16,1.66,3.24,4.64,1.91,-2.73,1,0.91,1,31.92,51.26,27.51,0,0,0,2.5,48.07,0,0,6.53,0,51.32,45.77,3.958,165.2,23.83,58.28,43.71,68.98,0,0,23.68,1,1,52.57,13.18,46.37,1,2,40.45,16.46,29.17,23.57,29.15,19.33,17.3,11.91
Jamaica,Latin America,Upper-middle income,JMD,3000000,English,2024,37.74,29.32,29.44,16.45,20.69,29.81,19.29,13.97,15.09,8.94,3.12,4.8,4.36,2.08,-2.28,2,5.44,1,33.93,28.16,26.0,1,1,0,4.05,48.77,0,0,11.28,0,48.33,45.74,0.702,150.0,33.45,64.92,37.93,65.64,0,1,42.07,0,0,55.86,13.37,47.71,1,2,22.72,17.92,25.73,23.81,31.05,20.53,15.99,12.05
Jamaica,Latin America,Upper-middle income,JMD,3000000,English,2025,45.08,26.48,39.31,25.63,10.57,36.35,18.34,19.71,19.77,9.84,2.85,9.18,2.9,3.76,0.86,4,10.59,1,62.14,35.41,36.13,0,0,1,1.71,55.82,0,1,12.45,0,47.38,38.35,0.888,168.8,28.76,64.38,27.93,54.98,0,1,25.82,0,1,52.02,25.84,47.94,0,1,51.55,23.58,35.83,30.76,27.17,20.25,17.28,16.79
Trinidad and Tobago,Latin America,High income,TTD,1400000,English,2022,53.28,44.94,43.91,32.71,23.8,40.77,26.3,22.62,23.54,20.52,1.49,4.99,5.72,2.17,-3.54,1,1.76,1,52.9,57.74,38.3,0,0,0,1.01,47.97,0,1,18.96,0,76.09,68.63,4.67,199.7,42.13,61.95,39.12,82.86,0,0,55.72,1,0,22.0,44.89,24.29,2,1,64.53,38.24,27.89,42.88,29.62,29.81,19.93,16.13
Trinidad and Tobago,Latin America,High income,TTD,1400000,English,2023,54.74,38.6,41.48,25.95,12.73,43.36,40.35,19.66,23.78,25.33,1.17,8.87,6.29,2.53,-3.75,0,0.0,1,74.03,62.66,50.0,0,0,0,1.91,47.93,0,1,13.78,0,69.0,70.86,0.71,184.1,47.03,58.31,44.58,59.0,0,0,64.62,1,0,29.94,20.21,30.53,1,1,67.18,23.16,39.81,33.62,44.0,15.37,12.37,19.14
Trinidad and Tobago,Latin America,High income,TTD,1400000,English,2024,65.57,44.72,62.12,44.34,30.72,52.6,30.84,32.97,29.76,23.72,1.65,13.45,2.89,3.3,0.41,1,4.07,1,78.73,65.03,68.29,0,0,0,1.44,69.58,0,1,8.56,0,81.0,77.95,3.452,177.0,49.8,58.97,44.0,52.98,1,0,46.4,1,1,16.17,26.13,31.8,2,1,48.75,51.75,45.2,53.8,49.25,42.4,16.32,22.94
Trinidad and Tobago,Latin America,High income,TTD,1400000,English,2025,59.16,40.68,51.83,27.98,26.33,54.32,35.56,27.5,24.96,15.93,1.54,6.42,3.19,2.87,-0.32,3,10.14,1,76.44,70.93,50.43,1,1,1,2.95,41.73,0,1,22.92,0,72.45,62.76,7.091,136.3,38.63,55.19,41.64,53.1,1,1,58.03,1,0,27.21,27.96,18.55,2,1,57.17,45.25,47.77,43.49,35.99,36.78,15.43,17.71
Cameroon,Sub-Saharan Africa,Lower-middle income,XAF,27000000,French/English,2022,26.54,17.65,21.9,16.53,10.43,21.65,12.86,10.01,9.38,7.36,10.53,5.72,1.89,1.68,-0.21,20,27.11,0,14.55,30.19,42.83,0,0,0,11.38,32.76,2,1,5.39,0,7.77,5.0,2.699,71.2,17.67,44.66,53.72,88.99,4,0,20.16,0,1,95.0,7.1,90.0,1,3,32.23,14.3,16.32,16.15,17.71,7.61,10.93,9.21
Cameroon,Sub-Saharan Africa,Lower-middle income,XAF,27000000,French/English,2023,28.56,17.97,19.04,15.96,7.24,24.59,17.1,13.47,8.79,9.04,7.32,2.93,1.93,1.32,-0.6,22,21.16,0,19.89,17.98,0.0,0,0,0,19.67,19.04,0,0,3.97,0,6.78,5.0,2.528,1.0,24.93,41.18,62.68,93.1,13,0,17.14,1,1,87.75,10.27,61.21,23,4,11.56,18.93,23.18,19.13,18.34,17.91,4.33,6.68
Cameroon,Sub-Saharan Africa,Lower-middle income,XAF,27000000,French/English,2024,31.12,25.65,28.59,20.12,16.81,26.51,19.91,12.22,10.44,7.57,13.79,4.09,2.02,1.27,-0.75,11,7.76,0,30.01,14.68,29.28,0,1,0,11.25,31.45,1,1,8.91,0,7.65,15.05,2.467,65.9,25.21,40.47,54.4,84.72,11,0,22.8,1,1,89.16,3.05,87.15,19,6,0.0,20.56,16.22,21.68,19.08,13.19,10.7,8.15
Cameroon,Sub-Saharan Africa,Lower-middle income,XAF,27000000,French/English,2025,36.85,20.52,24.86,17.14,19.25,33.87,25.3,21.5,17.1,9.12,33.21,6.72,1.37,2.71,1.34,8,3.57,1,18.32,27.38,0.0,0,1,0,19.27,30.7,1,0,7.71,1,7.95,12.95,1.036,24.5,24.61,42.32,59.09,89.32,26,0,20.3,1,0,93.15,15.22,73.21,25,15,0.0,27.97,20.56,26.77,23.47,23.75,11.49,9.69
Ivory Coast,Sub-Saharan Africa,Lower-middle income,XOF,27000000,French,2022,25.09,14.03,19.53,10.31,7.64,22.2,15.98,14.32,13.35,5.3,11.24,4.96,1.85,2.52,0.67,12,9.79,0,19.08,3.97,19.17,0,0,0,6.39,16.8,2,0,9.11,1,24.19,28.13,2.563,86.0,20.0,19.5,79.25,89.95,4,0,13.15,1,0,75.49,5.64,80.23,10,3,19.33,15.27,19.46,17.78,18.3,11.74,4.57,7.26
Ivory Coast,Sub-Saharan Africa,Lower-middle income,XOF,27000000,French,2023,28.19,18.73,18.73,14.69,13.85,25.52,13.06,13.6,15.21,10.83,10.01,4.94,3.68,1.1,-2.58,27,36.91,0,4.57,32.61,8.8,0,0,0,2.48,17.39,1,0,2.06,0,28.95,27.39,1.611,12.1,24.18,10.31,89.87,86.62,17,0,37.72,0,1,70.11,11.97,78.95,25,5,22.13,14.23,22.85,25.3,20.89,17.26,11.85,7.46
Ivory Coast,Sub-Saharan Africa,Lower-middle income,XOF,27000000,French,2024,28.86,16.29,22.85,13.02,7.61,22.24,14.45,11.84,14.64,4.53,17.37,4.3,4.34,2.6,-1.74,11,8.29,0,33.39,37.45,5.78,1,0,0,3.62,0.0,0,1,10.85,1,24.44,27.77,3.645,23.8,21.43,12.3,90.32,85.18,0,1,26.3,0,1,70.95,8.95,72.19,12,10,11.67,20.98,14.51,23.21,19.92,17.13,7.53,7.53
Ivory Coast,Sub-Saharan Africa,Lower-middle income,XOF,27000000,French,2025,30.98,24.15,25.33,16.01,10.26,25.28,15.98,9.88,16.02,15.49,22.74,6.31,3.94,2.92,-1.02,7,6.93,1,23.59,31.5,15.79,0,0,0,13.62,1.43,0,1,7.11,0,24.38,45.33,0.542,38.0,26.74,11.55,92.68,83.82,5,0,27.52,1,1,75.63,11.85,66.25,5,14,29.17,12.79,21.82,25.36,21.97,13.66,14.52,9.08
Mozambique,Sub-Saharan Africa,Low income,MZN,32000000,Portuguese,2022,12.11,8.59,9.13,5.47,3.74,9.6,5.66,7.53,4.67,4.93,7.03,0.97,0.3,0.4,0.1,10,5.11,0,12.84,6.24,4.17,0,0,0,6.89,14.05,1,0,2.28,0,5.83,14.34,0.786,78.5,10.2,11.68,88.4,87.41,10,0,6.04,0,1,95.0,0.0,90.0,4,2,0.0,6.33,7.25,9.53,10.33,5.5,3.02,3.1
Mozambique,Sub-Saharan Africa,Low income,MZN,32000000,Portuguese,2023,15.39,9.16,14.08,7.7,3.81,12.54,9.65,4.64,7.53,2.8,12.72,1.72,0.12,0.83,0.71,2,0.42,1,25.71,26.72,0.0,0,0,0,6.12,5.92,0,1,1.95,0,5.31,5.0,0.514,6.8,10.91,13.15,87.72,91.12,12,0,30.59,1,1,89.61,0.0,81.09,6,0,10.62,11.54,10.47,11.81,9.93,6.21,5.23,4.45
Mozambique,Sub-Saharan Africa,Low income,MZN,32000000,Portuguese,2024,16.97,9.49,14.34,7.9,6.36,15.75,7.97,7.93,6.53,4.11,9.18,3.18,0.88,1.73,0.85,15,5.74,1,17.17,24.06,29.77,1,1,0,8.68,24.76,0,0,7.72,0,5.11,5.0,1.23,1.0,15.13,13.25,95.0,86.18,18,1,5.0,0,1,95.0,4.02,90.0,4,0,0.0,10.62,11.82,14.18,14.38,5.71,8.08,5.35
Mozambique,Sub-Saharan Africa,Low income,MZN,32000000,Portuguese,2025,19.18,13.54,16.87,11.47,6.34,15.59,13.85,6.02,7.67,8.9,16.47,3.03,1.55,0.65,-0.89,9,2.11,1,15.29,19.63,0.71,0,0,1,8.04,8.12,0,0,1.16,0,5.24,5.04,1.136,34.1,11.95,14.69,84.03,91.31,31,0,14.29,0,1,95.0,12.9,87.83,2,2,0.2,9.05,11.31,13.71,13.22,8.12,9.36,4.64
Madagascar,Sub-Saharan Africa,Low income,MGA,28000000,Malagasy,2022,1.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.73,0.04,0.0,-0.04,0,0.0,0,5.3,19.37,0.0,0,0,0,4.58,14.86,0,0,4.44,0,5.0,5.61,0.215,46.9,1.0,27.11,67.69,86.76,1,0,5.0,0,1,94.26,1.53,90.0,6,0,1.72,1.0,1.0,1.0,1.0,1.0,1.0,2.57
Madagascar,Sub-Saharan Africa,Low income,MGA,28000000,Malagasy,2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46,0.12,0.77,0.0,-0.77,0,0.0,0,15.82,5.18,31.93,0,0,0,3.08,5.42,0,0,0.0,0,5.0,6.64,0.281,1.0,1.0,27.98,82.07,93.46,19,0,5.0,0,1,95.0,1.16,90.0,8,0,13.15,1.0,1.0,1.0,1.0,1.0,1.0,2.27
Madagascar,Sub-Saharan Africa,Low income,MGA,28000000,Malagasy,2024,3.44,2.41,3.13,2.2,1.0,2.59,1.7,1.03,1.51,1.72,2.0,0.86,0.0,0.43,0.43,2,0.81,0,30.31,24.8,0.0,0,1,0,8.22,8.66,0,1,1.03,0,5.0,5.0,0.357,1.0,2.64,32.33,76.36,86.23,15,1,17.0,0,1,94.23,1.49,90.0,7,4,11.33,2.24,2.42,2.82,1.95,2.17,1.4,3.99
Madagascar,Sub-Saharan Africa,Low income,MGA,28000000,Malagasy,2025,2.14,1.78,1.78,1.12,1.14,1.57,1.0,1.0,1.05,1.0,1.57,0.0,0.26,0.24,-0.01,2,0.97,1,23.87,9.55,0.0,0,0,0,6.39,7.25,0,1,1.87,0,5.0,5.0,0.16,10.7,1.85,30.33,71.95,65.33,14,1,5.0,0,1,95.0,2.36,90.0,10,3,0.0,1.06,1.29,1.73,1.45,1.0,1.0,2.45
Zambia,Sub-Saharan Africa,Lower-middle income,ZMW,19000000,English,2022,25.29,19.05,22.55,12.03,5.42,19.88,17.24,12.34,11.23,5.47,11.76,3.94,2.88,0.71,-2.17,9,10.15,0,30.28,14.74,19.88,0,0,0,4.53,24.21,1,0,9.16,0,23.49,26.91,1.746,70.4,21.77,23.85,82.46,82.87,6,0,6.83,1,1,76.41,5.08,81.39,7,3,22.69,15.97,17.91,21.06,19.79,15.53,5.93,7.89
Zambia,Sub-Saharan Africa,Lower-middle income,ZMW,19000000,English,2023,23.32,18.25,15.99,15.42,6.84,20.61,13.81,10.45,5.93,10.98,11.81,4.33,0.9,1.49,0.59,3,2.31,0,29.15,49.61,14.79,0,0,0,7.08,17.78,1,1,3.67,0,21.26,16.57,1.89,94.8,15.33,27.09,69.98,90.5,11,0,18.66,0,0,78.17,9.55,78.14,5,7,21.74,9.98,13.32,19.03,16.6,6.9,6.99,8.36
Zambia,Sub-Saharan Africa,Lower-middle income,ZMW,19000000,English,2024,26.01,16.25,21.75,11.27,7.66,21.94,12.6,14.21,12.37,12.94,10.34,2.83,1.52,0.87,-0.65,12,7.39,0,33.94,26.17,17.36,1,1,0,14.36,13.18,1,0,10.53,0,22.08,26.41,0.517,66.5,21.43,23.41,76.27,85.44,13,0,36.33,0,1,64.03,6.02,68.38,2,0,31.95,16.68,18.54,18.05,21.61,8.26,11.82,7.6
Zambia,Sub-Saharan Africa,Lower-middle income,ZMW,19000000,English,2025,31.89,24.51,25.27,21.42,17.38,25.5,16.25,18.38,9.15,12.51,7.76,3.64,3.13,1.83,-1.3,18,27.8,1,21.77,35.21,6.64,0,0,0,2.56,16.42,1,1,15.56,0,22.85,5.0,2.125,40.2,21.71,28.54,66.38,84.47,20,1,38.67,0,1,75.2,11.5,77.43,3,9,20.63,24.9,16.09,22.81,23.81,17.61,11.09,7.58
Zimbabwe,Sub-Saharan Africa,Lower-middle income,ZWL,16000000,English,2022,8.07,5.28,5.86,3.68,4.15,5.65,5.73,2.53,3.62,1.85,2.43,1.02,0.62,0.23,-0.39,1,1.16,0,33.46,15.93,17.69,0,0,0,9.83,30.44,0,0,7.65,0,21.14,20.61,1.853,205.0,7.18,37.23,64.29,66.16,6,0,35.82,0,0,80.32,12.21,52.53,8,4,8.96,5.43,4.14,4.92,7.03,5.11,3.85,5.55
Zimbabwe,Sub-Saharan Africa,Lower-middle income,ZWL,16000000,English,2023,9.97,8.15,6.5,4.79,2.26,7.79,6.4,4.5,5.8,3.24,1.45,1.47,0.84,0.61,-0.23,2,0.78,0,15.03,32.57,14.71,0,0,0,8.82,12.14,0,0,5.7,0,19.86,32.52,2.658,87.4,8.42,36.59,61.08,95.0,5,0,30.36,1,1,92.7,16.52,75.71,13,3,30.96,4.72,5.66,8.2,8.26,2.98,2.45,5.77
Zimbabwe,Sub-Saharan Africa,Lower-middle income,ZWL,16000000,English,2024,12.53,8.23,11.9,8.75,3.92,11.52,8.48,5.77,5.05,4.88,5.22,1.53,1.15,0.54,-0.61,5,2.46,1,19.87,23.14,12.71,0,1,0,13.27,16.24,0,1,2.2,0,21.73,22.11,3.901,73.8,8.69,38.19,54.24,95.0,4,0,16.54,0,1,85.14,12.99,90.0,5,8,11.26,7.53,9.22,9.86,8.27,7.0,4.26,5.34
Zimbabwe,Sub-Saharan Africa,Lower-middle income,ZWL,16000000,English,2025,13.2,8.0,8.87,5.5,7.13,9.39,9.83,6.48,7.63,2.5,2.6,1.35,1.0,0.89,-0.11,5,6.78,1,35.02,17.85,26.33,1,0,0,1.2,34.0,1,1,6.49,0,20.04,25.22,1.514,95.9,10.69,39.56,63.35,78.67,15,1,31.66,0,0,75.23,0.0,79.37,3,1,16.77,8.48,8.76,8.53,8.08,6.18,3.69,6.65
Botswana,Sub-Saharan Africa,Upper-middle income,BWP,2600000,English,2022,46.8,29.49,35.15,23.22,18.54,34.9,31.26,19.03,24.94,8.26,2.08,10.3,3.0,2.57,-0.43,2,3.04,1,27.15,49.58,53.33,0,0,0,2.36,16.39,0,0,11.76,0,63.78,68.28,2.843,129.0,37.57,27.84,77.65,76.3,0,0,9.65,0,1,44.54,30.11,48.03,0,1,42.56,26.12,32.74,28.13,31.11,14.89,14.52,14.6
Botswana,Sub-Saharan Africa,Upper-middle income,BWP,2600000,English,2023,56.97,36.29,44.88,37.46,21.34,48.2,40.6,33.58,15.84,26.53,2.37,8.96,2.24,3.18,0.94,2,3.46,1,40.18,45.0,26.99,0,0,0,2.09,16.91,0,1,13.66,0,58.5,61.01,5.237,127.2,42.36,30.58,68.91,82.63,1,0,41.91,1,0,51.17,9.53,54.05,3,0,55.85,25.56,42.68,50.04,32.76,30.88,9.52,15.18
Botswana,Sub-Saharan Africa,Upper-middle income,BWP,2600000,English,2024,66.87,55.41,46.58,31.89,28.53,58.23,42.19,41.03,27.51,18.71,4.58,14.31,5.7,6.56,0.87,5,4.05,1,37.34,43.09,5.31,0,0,0,1.33,16.5,0,0,12.99,0,58.91,56.18,3.368,129.0,53.43,32.92,60.82,83.95,0,1,30.64,1,0,45.22,19.48,67.04,3,2,48.24,45.62,41.75,55.82,52.0,22.24,16.42,18.09
Botswana,Sub-Saharan Africa,Upper-middle income,BWP,2600000,English,2025,72.69,60.08,52.32,36.82,21.96,67.01,37.22,41.51,32.82,28.23,5.74,10.77,3.84,1.2,-2.64,7,20.3,1,48.13,41.09,19.77,1,0,0,2.65,17.99,0,0,14.01,0,61.17,61.57,7.66,119.5,48.46,31.29,73.79,64.3,2,0,41.25,0,1,37.14,26.55,56.96,0,2,40.59,52.15,58.23,51.01,46.41,38.05,28.54,16.99
Namibia,Sub-Saharan Africa,Upper-middle income,NAD,2600000,English,2022,22.9,15.12,18.32,14.25,8.41,18.57,13.83,12.83,6.91,10.98,1.29,3.6,1.49,0.98,-0.51,0,0.0,1,40.95,42.7,4.8,0,0,0,2.49,35.38,0,1,12.24,0,22.3,23.31,2.042,132.5,16.46,47.13,59.66,81.6,0,0,34.16,1,0,76.33,16.21,64.39,2,0,38.11,9.95,19.42,19.98,13.01,12.87,7.66,10.0
Namibia,Sub-Saharan Africa,Upper-middle income,NAD,2600000,English,2023,24.13,15.33,20.67,12.91,7.02,17.8,15.49,13.25,12.4,9.94,0.98,2.57,0.99,1.37,0.39,2,1.84,1,28.98,48.87,22.21,0,0,0,3.02,45.0,0,0,5.77,0,24.41,24.96,4.222,42.4,17.33,44.49,56.24,76.37,1,0,19.29,0,0,73.68,22.68,55.09,0,1,31.04,18.19,13.6,18.05,15.64,13.7,11.63,9.42
Namibia,Sub-Saharan Africa,Upper-middle income,NAD,2600000,English,2024,31.11,20.3,20.85,15.87,14.31,22.41,21.55,11.95,14.88,10.1,1.45,3.7,1.29,1.07,-0.23,0,0.0,1,37.74,35.08,42.1,0,1,0,1.65,23.28,0,1,14.9,0,21.72,17.84,3.111,69.1,22.2,45.46,50.54,71.54,1,0,34.65,1,0,78.42,13.9,61.66,5,0,47.47,21.11,16.86,27.28,17.96,9.14,9.67,9.85
Namibia,Sub-Saharan Africa,Upper-middle income,NAD,2600000,English,2025,33.66,21.31,23.64,14.98,10.02,23.89,23.53,20.86,15.27,15.87,1.33,5.21,2.31,1.06,-1.25,1,2.23,1,33.07,48.55,20.87,0,0,1,1.64,28.64,0,0,16.08,0,25.06,17.4,4.098,144.2,25.17,43.65,57.27,76.9,2,0,54.1,0,1,73.17,21.35,71.33,6,2,36.53,14.03,25.59,25.85,20.75,15.66,9.75,10.81
Angola,Sub-Saharan Africa,Lower-middle income,AOA,34000000,Portuguese,2022,24.56,14.83,21.57,11.77,10.52,20.56,16.63,12.82,9.73,4.56,15.91,4.73,2.65,1.87,-0.78,22,32.69,0,23.6,26.45,6.62,0,0,0,1.71,32.32,2,0,1.99,0,23.79,10.18,0.328,58.5,17.43,29.9,75.06,75.47,5,0,15.38,0,1,77.87,4.54,74.07,18,4,13.21,19.0,20.36,20.9,19.16,8.93,11.49,8.09
Angola,Sub-Saharan Africa,Lower-middle income,AOA,34000000,Portuguese,2023,22.53,13.67,15.47,14.19,4.67,19.63,14.23,14.06,12.56,8.52,12.17,2.59,1.45,1.83,0.38,17,12.92,0,37.91,12.77,35.09,0,0,0,15.15,15.25,1,0,5.0,2,21.19,21.85,0.451,48.2,18.32,32.32,57.18,80.92,18,0,52.43,1,1,74.8,7.82,70.38,10,3,21.78,10.04,11.49,16.83,13.8,13.52,4.73,7.0
Angola,Sub-Saharan Africa,Lower-middle income,AOA,34000000,Portuguese,2024,33.44,19.33,26.0,17.8,14.95,26.58,24.95,14.83,17.03,10.54,17.11,3.17,3.12,2.95,-0.18,23,26.68,1,35.09,16.52,28.74,0,0,0,11.05,32.17,1,0,3.79,2,20.14,12.17,3.339,112.6,24.91,31.64,67.54,71.07,0,1,22.25,1,1,83.24,13.69,65.07,14,3,9.29,13.54,20.1,22.6,27.67,10.78,12.43,8.04
Angola,Sub-Saharan Africa,Lower-middle income,AOA,34000000,Portuguese,2025,33.05,20.09,24.32,20.95,8.84,25.2,16.83,13.19,13.36,12.25,35.29,4.5,1.36,1.79,0.42,24,13.13,1,28.81,29.07,13.58,0,0,0,28.6,27.6,1,1,1.34,0,21.75,11.38,1.302,103.2,23.3,33.68,71.14,95.0,17,0,5.0,0,1,75.3,12.66,63.89,6,20,8.54,23.69,20.67,29.26,28.08,16.64,9.52,8.6
Myanmar,East Asia,Lower-middle income,MMK,54000000,Burmese,2022,20.0,11.59,15.29,9.51,7.49,16.86,8.33,12.82,10.42,8.06,24.4,3.97,1.23,1.33,0.1,31,15.49,0,32.31,29.85,11.77,0,0,0,20.57,21.16,3,0,7.14,0,28.61,31.6,0.511,94.2,13.36,34.2,72.86,73.7,5,0,20.56,0,1,73.55,23.99,73.44,17,3,21.35,14.53,14.66,14.67,12.8,10.44,5.69,8.27
Myanmar,East Asia,Lower-middle income,MMK,54000000,Burmese,2023,19.36,15.91,16.21,10.99,7.0,14.46,9.32,11.71,5.22,7.06,19.86,3.71,1.66,0.91,-0.75,18,20.48,0,26.98,25.39,41.1,0,0,0,28.85,16.62,4,0,2.27,1,24.67,39.6,1.762,31.8,17.01,38.75,57.13,81.57,11,0,5.0,0,1,81.61,7.43,71.74,48,14,9.25,15.39,14.7,13.23,16.93,8.52,9.07,7.62
Myanmar,East Asia,Lower-middle income,MMK,54000000,Burmese,2024,24.96,15.85,22.73,10.25,10.41,20.02,11.25,9.94,11.78,7.55,18.69,5.35,2.81,1.01,-1.8,46,31.31,0,8.66,27.35,5.51,1,0,0,30.42,17.16,5,0,2.79,3,27.93,21.95,3.362,85.4,20.22,40.24,60.74,95.0,17,1,22.27,0,1,65.25,8.44,70.34,29,26,38.92,12.45,14.99,19.15,18.4,14.75,8.83,8.52
Myanmar,East Asia,Lower-middle income,MMK,54000000,Burmese,2025,21.44,12.12,19.59,10.6,5.73,20.21,14.77,7.02,7.77,3.94,31.56,3.19,0.76,0.76,-0.0,53,57.65,1,40.78,31.62,22.11,0,1,1,18.8,29.97,2,1,8.6,0,26.64,31.07,2.619,70.1,16.24,37.51,61.94,60.9,25,1,23.98,0,1,72.13,2.7,74.29,28,0,26.0,11.37,11.35,15.17,12.31,10.92,5.7,8.86
